"","accuracy","auc","precision","sensitivity","specificity","f1","V1"
"29",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,1450
"30",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,1500
"31",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1550
"32",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1600
"33",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1650
"34",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,1700
"35",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1750
"36",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,1800
"37",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1850
"38",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1900
"39",0.828571428571429,0.66038961038961,0.840294314381271,0.963636363636364,0.357142857142857,0.897080378250591,1950
"40",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2000
"41",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2050
"42",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,2100
"43",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2150
"44",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2200
"45",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,2250
"46",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2300
"47",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,2350
"48",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2400
"49",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2450
"50",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,2500
"51",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2550
"52",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2600
"53",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2650
"54",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2700
"55",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2750
"56",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2800
"57",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2850
"58",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2900
"59",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,2950
"60",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,3000
